review,sentiments,word_count,tokens_count,clean_review
All of the main players are mesmerising.  ,1,7,8,main players mesmerising
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,30,33,tom wilkinson broke heart end everyone else judging amount fumbling hankies hands going faces among males females alike
Julian Fellowes has triumphed again.  ,1,5,6,julian fellowes triumphed
He's a national treasure.  ,1,4,6,national treasure
GO AND SEE IT!  ,1,4,5,go see
This is an excellent film.  ,1,5,6,excellent film
The aerial scenes were well-done.  ,1,5,6,aerial scenes well done
It was also the right balance of war and love.  ,1,10,11,also right balance war love
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,25,28,film gives meaning phrase never history human conflict much owed many
Kris Kristoffersen is good in this movie and really makes a difference.  ,1,12,13,kris kristoffersen good movie really makes difference
A good film by a great director!  ,1,7,8,good film great director
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,17,18,definitely one better documentaries seen looking family relationships marriage
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,38,45,many continuity errors one user commented different cars garage joe glasses one got fact joe facial hair configuration seemed change scene scene
This is just a great movie.  ,1,6,7,great movie
10 out of 10 stars.  ,1,5,6,stars
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,20,22,see movie inspiration anyone come overcome fear rejection
It's so bad it's actually worth seeing just for that reason.  ,0,11,14,bad actually worth seeing reason
Punishment Park is a brilliant piece of cinema.  ,1,8,9,punishment park brilliant piece cinema
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,19,21,shot southern california desert using patent faux documentary style watkins creates film like
This is one of Peter Watkins most accessible films.  ,1,9,10,one peter watkins accessible films
I advise you to look out for it.  ,1,8,9,advise look
You wont regret it!  ,1,4,5,wont regret
Highly recommended A+  ,1,3,3,highly recommended
Well... Just if you keep thinking how bad it is.  ,0,10,12,well keep thinking bad
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,11,16,mediocre miserable hollow laughable predictable piece garbage
It's a case of 'so bad it is laughable'.  ,0,9,12,case bad laughable
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,17,19,bad performance plays angela bennett computer expert home time
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,14,16,film nothing pretext show ridiculous action scenes
How awful she is!  ,0,4,5,awful
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,17,19,still bad actress repeating robotic face moves pictures
"The results, well, are a shame.  ",0,6,9,results well shame
DELETE this film from your mind!  ,0,6,7,delete film mind
One of the worst shows of all time.  ,0,8,9,one worst shows time
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,22,23,show would begin smart ass ed comments would totally wall uncalled
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,16,22,fat computer geek unbelievable bible thumper bad ass girl actors
Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,15,16,never heard except cole totally unbelievable part
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,24,29,every time opened mouth expect hear see kids pulling plug mercy killing horrible show
The stories were as unbelievable as the actors.  ,0,8,9,stories unbelievable actors
Lame would be the best way to describe it.  ,0,9,10,lame would best way describe
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,22,26,stanwyck morgan perfectly cast many ways modern equivalent dickens christmas carol sensibility
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,17,18,success film depends casting sydney greenstreet alexander yardley character
The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,13,14,attractive set used throughout film eye pleasing gem
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,19,22,im big fan rpg games movie disgrace self respecting rpger
"The lines, the cuts, the audio, everything is wrong.  ",0,9,13,lines cuts audio everything wrong
You can find better movies at youtube.  ,0,7,8,find better movies youtube
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,17,21,top line waste time money one bad comes
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,11,15,lassie movie put sleep forever
That's how I'd describe this painfully dreary time-waster of a film.  ,0,11,14,describe painfully dreary time waster film
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,23,27,mediocre every aspect becomes dull uninteresting mess one forgettable movies seen
